...1,KODE,NAMA FASKES,JUMLAH PESERTA KB BARU,1 BULANAN,3 BULANAN KOMBINASI,3 BULANAN PROGESTIN,KOMBINASI,PROGESTIN,KONDOM,1 BATANG,2 BATANG,IUD,VASEKTOMI,TUBEKTOMI,BULAN,KABUPATEN,KECAMATAN,TAHUN
6165,7602030,PKM Bonehau Mesa Kada,5,0,0,0,5,0,0,0,0,0,0,0,JULI,MAMUJU,BONEHAU,2023
6177,760300101,Pustu Sendana,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMASA,MAMBI,2023
6185,7604029,PUSKESMAS WONOMULYO,0,0,0,0,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,WONOMULYO,2023
6206,7605002,PKBRS MAJENE,16,0,3,1,2,0,1,0,0,0,0,9,JULI,MAJENE,BANGGAE,2023
6214,7605007,PUSKESMAS TOTOLI,13,0,0,7,3,0,3,0,0,0,0,0,JULI,MAJENE,BANGGAE,2023
6224,760403705,Poskesdes Pulliwa,1,0,0,0,1,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,BULO,2023
6235,7604018,PUSKESMAS PAMBUSUANG,1,0,0,1,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,BALANIPA,2023
6252,760600402,PKD KM 10,4,0,4,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,BUDONG-BUDONG,2023
6261,760600404,pustu barakkang,0,0,0,0,0,0,0,0,0,0,0,0,JULI,MAMUJU TENGAH,BUDONG-BUDONG,2023
6276,760403303,Poskesdes Amola,3,0,0,3,0,0,0,0,0,0,0,0,JULI,POLEWALI MANDAR,BINUANG,2023
6284,7601011,UPT PUSKESMAS BARAS 2,1,0,0,1,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,BARAS,2023
6287,760101103,Pustu Towoni,0,0,0,0,0,0,0,0,0,0,0,0,JULI,PASANGKAYU,BARAS,2023
6291,760202603,Poskesdes Kasambang,1,0,1,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU,TAPALANG,2023
6295,760202601,Pustu Taan,2,0,1,0,0,1,0,0,0,0,0,0,AGUSTUS,MAMUJU,TAPALANG,2023
6301,760500806,PUSTU BAMBANGAN,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAJENE,MALUNDA,2023
6308,760500808,POSKESDES LOMBONG TIMUR,2,0,0,1,0,0,0,0,0,0,0,1,AGUSTUS,MAJENE,MALUNDA,2023
6328,7605002,PKBRS MAJENE,29,0,8,3,12,1,0,0,0,2,0,3,AGUSTUS,MAJENE,BANGGAE,2023
6336,7605007,PUSKESMAS TOTOLI,9,0,2,5,1,1,0,0,0,0,0,0,AGUSTUS,MAJENE,BANGGAE,2023
6347,760402208,POSKESDES TUBBI,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,TUTAR,2023
6348,760402201,POSKESDES RATTE,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,TUTAR,2023
6355,760402203,PUSTU BESOANGIN UTARA,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,TUTAR,2023
6369,7603015,PUSKESMAS RANTEBULAHAN TIMUR,4,0,0,1,1,0,0,0,2,0,0,0,AGUSTUS,MAMASA,RANTEBULAHAN TIMUR,2023
6379,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAJENE,PAMBOANG,2023
6408,760404703,PUSTU TAKATIDUNG,18,1,2,1,0,0,1,0,13,0,0,0,AGUSTUS,POLEWALI MANDAR,POLEWALI,2023
6419,760403803,PUSTU PATAMPANUA,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,MATAKALI,2023
6426,7604023,PUSKESMAS MATANGNGA,3,0,0,1,1,0,1,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,MATANGNGA,2023
6435,7601015,UPT PUSKESMAS DURIPOKU,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,DURIPOKU,2023
6441,760301401,PUSTU TAWALIAN TIMUR,1,0,0,0,1,0,0,0,0,0,0,0,AGUSTUS,MAMASA,TAWALIAN,2023
6455,7601004,UPT PUSKESMAS PASANGKAYU 1,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,PASANGKAYU,2023
6458,7601016,RSUD Kabupaten Pasangkayu,72,0,0,0,1,0,0,0,0,50,0,21,AGUSTUS,PASANGKAYU,PASANGKAYU,2023
6463,7605013,PUSKESMAS SENDANA 1,3,0,0,1,1,0,0,0,0,1,0,0,AGUSTUS,MAJENE,SENDANA,2023
6467,760501314,PUSTU TALLU BANUA,2,0,0,1,1,0,0,0,0,0,0,0,AGUSTUS,MAJENE,SENDANA,2023
6468,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAJENE,SENDANA,2023
6472,760501307,PUSTU PUNDAU,2,0,0,0,0,2,0,0,0,0,0,0,AGUSTUS,MAJENE,SENDANA,2023
6490,760600203,Poskesdes Tritunggal,1,0,0,0,0,0,0,0,1,0,0,0,AGUSTUS,MAMUJU TENGAH,PANGALE,2023
6492,760600106,Pustu Kuo,2,0,0,1,0,1,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,PANGALE,2023
6495,760600205,Poskesdes Lamba- lamba,1,0,0,1,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,PANGALE,2023
6496,760600204,Pustu Kombiling,3,0,0,0,1,0,1,0,1,0,0,0,AGUSTUS,MAMUJU TENGAH,PANGALE,2023
6503,760301004,Pustu Kalama,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,TABANG,2023
6511,7602012,PUSKESMAS TOPORE,15,0,0,1,0,0,1,0,13,0,0,0,AGUSTUS,MAMUJU,PAPALANG,2023
6580,760100804,POSKESDES BAMBAKORO,1,0,0,0,0,0,0,0,1,0,0,0,AGUSTUS,PASANGKAYU,LARIANG,2023
6584,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU,SAMPAGA,2023
6595,760100313,Pustu Sawi,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,BAMBALAMOTU,2023
6597,760100307,Poskesdes Hikma,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,BAMBALAMOTU,2023
6603,760100302,Pustu Kalola,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,BAMBALAMOTU,2023
6607,7603016,PKM BUNTU MALANGKA,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,BUNTUMALANGKA,2023
6614,760301603,PUSTU PENATANGAN,3,0,0,1,2,0,0,0,0,0,0,0,AGUSTUS,MAMASA,BUNTUMALANGKA,2023
6620,760403705,Poskesdes Pulliwa,9,0,2,0,0,0,0,0,7,0,0,0,AGUSTUS,POLEWALI MANDAR,BULO,2023
6635,7603020,RUMAH SAKIT BANUA MAMASE,5,0,0,1,0,0,0,0,4,0,0,0,AGUSTUS,MAMASA,MAMASA,2023
6649,7602005,PUSKESMAS RANGAS,14,0,1,7,1,0,0,1,2,2,0,0,AGUSTUS,MAMUJU,SIMBORO,2023
6650,760200501,PUSKESDES SESE SELATAN,1,0,0,0,1,0,0,0,0,0,0,0,AGUSTUS,MAMUJU,SIMBORO,2023
6657,760200407,POSKESDES PATIDDI,1,0,0,0,1,0,0,0,0,0,0,0,AGUSTUS,MAMUJU,SIMBORO,2023
6673,760300202,POSKESDES UHAILANU,1,0,0,1,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,ARALLE,2023
6683,7603019,RSUD KONDO SAPATA,3,0,0,0,1,0,1,0,1,0,0,0,AGUSTUS,MAMASA,BALLA,2023
6693,7602019,Puskesmas Dungkait,2,0,1,0,0,0,0,0,1,0,0,0,AGUSTUS,MAMUJU,TAPALANG BARAT,2023
6703,7602020,Puskesmas Tampa Padang,27,0,1,8,4,5,1,0,7,1,0,0,AGUSTUS,MAMUJU,KALUKKU,2023
6710,7602022,Puskesmas Ranga- Ranga,14,0,7,3,3,0,0,0,0,1,0,0,AGUSTUS,MAMUJU,KALUKKU,2023
6731,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,DAPURANG,2023
6753,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,NOSU,2023
6774,7602009,PUSKESMAS BAMBU,9,0,0,1,1,5,0,0,2,0,0,0,AGUSTUS,MAMUJU,MAMUJU,2023
6784,760500303,Poskesdes Buttu Tande,4,0,0,0,2,0,2,0,0,0,0,0,AGUSTUS,MAJENE,BANGGAE TIMUR,2023
6798,7605011,PKM SENDANA II,1,0,0,1,0,0,0,0,0,0,0,0,AGUSTUS,MAJENE,TUBO SENDANA,2023
6799,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",1,0,0,0,0,0,0,0,0,1,0,0,AGUSTUS,MAJENE,TUBO SENDANA,2023
6807,760501002,PUSTU ULUMANDA,3,0,0,1,2,0,0,0,0,0,0,0,AGUSTUS,MAJENE,ULUMANDA,2023
6813,7601001,UPT PUSKESMAS SARJO,9,0,0,4,1,0,0,0,4,0,0,0,AGUSTUS,PASANGKAYU,SARJO,2023
6822,760101201,Pustu Kumasari,1,0,0,1,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,SARUDU,2023
6827,7604034,PUSKESMAS BATUPANGA,33,0,5,1,0,0,0,0,27,0,0,0,AGUSTUS,POLEWALI MANDAR,LUYO,2023
6834,760403417,PUSTU BATUPANGA DAALA,1,0,1,0,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,LUYO,2023
6845,760500604,Poskesdes Waigamo,1,0,0,1,0,0,0,0,0,0,0,0,AGUSTUS,MAJENE,TAMMERODO SENDANA,2023
6858,760100704,POSKESDES PAJALELE,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,TIKKE RAYA,2023
6859,7601007,UPT PUSKESMAS TIKKE,1,0,0,0,0,0,0,0,1,0,0,0,AGUSTUS,PASANGKAYU,TIKKE RAYA,2023
6875,760402807,PUSTU RUMPA,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,MAPILLI,2023
6886,7603004,PUSKESMAS PANA',0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,PANA,2023
6887,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,PANA,2023
6901,760300608,PUSTU TABONE,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,SUMARORONG,2023
6926,7604020,PUSKESMAS LIMBORO,11,0,1,0,1,0,1,0,8,0,0,0,AGUSTUS,POLEWALI MANDAR,LIMBORO,2023
6929,7604021,PUSKESMAS TUTALLU,21,0,4,1,2,3,0,0,10,1,0,0,AGUSTUS,POLEWALI MANDAR,ALLU,2023
6931,760402103,POSKESDES PAO - PAO,11,0,0,11,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,ALLU,2023
6937,7604010,PUSKESMAS CAMPALAGIAN,25,0,3,10,0,0,0,0,11,1,0,0,AGUSTUS,POLEWALI MANDAR,CAMPALAGIAN,2023
6957,760100207,PUSTU BAMBAIRA,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,BAMBAIRA,2023
6991,760600504,PUSTU SULOBAJA,1,0,0,1,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,TOBADAK,2023
6995,760600501,PUSTU TOBADAK,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,TOBADAK,2023
6997,760600502,PUSTU POLONGAAN,2,0,0,0,0,2,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,TOBADAK,2023
7002,760600505,PUSTU BAMBADARU,2,0,0,1,0,1,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,TOBADAK,2023
7010,7606007,PUSKESMAS TOPOYO,6,0,1,0,0,0,0,0,5,0,0,0,AGUSTUS,MAMUJU TENGAH,TOPOYO,2023
7021,760600804,PUSTU TABOLANG,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,TOPOYO,2023
7026,760600801,PUSTU BAMBAMANURUNG,2,0,2,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,TOPOYO,2023
7040,7606010,Puskesmas lara,5,0,0,1,0,0,0,0,4,0,0,0,AGUSTUS,MAMUJU TENGAH,KAROSSA,2023
7053,760601002,pustu salubiro,1,0,0,1,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,KAROSSA,2023
7066,7604018,PUSKESMAS PAMBUSUANG,9,0,0,2,0,0,0,0,5,2,0,0,AGUSTUS,POLEWALI MANDAR,BALANIPA,2023
7083,760600402,PKD KM 10,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMUJU TENGAH,BUDONG-BUDONG,2023
7092,760600404,pustu barakkang,7,0,1,2,3,0,0,0,1,0,0,0,AGUSTUS,MAMUJU TENGAH,BUDONG-BUDONG,2023
7100,7601011,UPT PUSKESMAS BARAS 2,5,0,4,0,0,0,0,0,1,0,0,0,AGUSTUS,PASANGKAYU,BARAS,2023
7103,760101103,Pustu Towoni,1,0,0,0,1,0,0,0,0,0,0,0,AGUSTUS,PASANGKAYU,BARAS,2023
7143,7602030,PKM Bonehau Mesa Kada,1,0,0,0,1,0,0,0,0,0,0,0,AGUSTUS,MAMUJU,BONEHAU,2023
7149,7604029,PUSKESMAS WONOMULYO,39,0,1,1,1,1,0,0,28,7,0,0,AGUSTUS,POLEWALI MANDAR,WONOMULYO,2023
7181,760403303,Poskesdes Amola,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,POLEWALI MANDAR,BINUANG,2023
7190,760300101,Pustu Sendana,0,0,0,0,0,0,0,0,0,0,0,0,AGUSTUS,MAMASA,MAMBI,2023
7201,760301305,PUSTU MASEWE,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMASA,NOSU,2023
7211,760600203,Poskesdes Tritunggal,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,PANGALE,2023
7213,760600106,Pustu Kuo,6,0,0,0,6,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,PANGALE,2023
7216,760600205,Poskesdes Lamba- lamba,2,0,0,1,0,1,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,PANGALE,2023
7217,760600204,Pustu Kombiling,7,0,0,5,0,1,1,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,PANGALE,2023
7224,760500303,Poskesdes Buttu Tande,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAJENE,BANGGAE TIMUR,2023
7233,760202603,Poskesdes Kasambang,2,0,1,1,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU,TAPALANG,2023
7237,760202601,Pustu Taan,1,0,0,0,0,0,0,0,1,0,0,0,SEPTEMBER,MAMUJU,TAPALANG,2023
7258,7602009,PUSKESMAS BAMBU,18,9,0,7,0,0,1,0,1,0,0,0,SEPTEMBER,MAMUJU,MAMUJU,2023
7280,7605002,PKBRS MAJENE,61,0,1,1,5,0,20,0,15,15,0,4,SEPTEMBER,MAJENE,BANGGAE,2023
7288,7605007,PUSKESMAS TOTOLI,23,0,1,8,13,0,1,0,0,0,0,0,SEPTEMBER,MAJENE,BANGGAE,2023
7308,760402208,POSKESDES TUBBI,6,0,0,0,6,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,TUTAR,2023
7309,760402201,POSKESDES RATTE,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,TUTAR,2023
7316,760402203,PUSTU BESOANGIN UTARA,1,0,0,1,0,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,TUTAR,2023
7321,760500806,PUSTU BAMBANGAN,14,0,0,8,2,3,1,0,0,0,0,0,SEPTEMBER,MAJENE,MALUNDA,2023
7328,760500808,POSKESDES LOMBONG TIMUR,1,0,0,0,0,0,0,0,0,0,0,1,SEPTEMBER,MAJENE,MALUNDA,2023
7332,7604023,PUSKESMAS MATANGNGA,1,0,0,1,0,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,MATANGNGA,2023
7341,7604034,PUSKESMAS BATUPANGA,10,0,4,6,0,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,LUYO,2023
7348,760403417,PUSTU BATUPANGA DAALA,1,0,1,0,0,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,LUYO,2023
7357,760101201,Pustu Kumasari,4,0,0,2,2,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,SARUDU,2023
7363,760300608,PUSTU TABONE,3,0,0,0,2,0,0,0,1,0,0,0,SEPTEMBER,MAMASA,SUMARORONG,2023
7374,760402807,PUSTU RUMPA,4,0,0,0,4,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,MAPILLI,2023
7389,760501002,PUSTU ULUMANDA,2,0,0,1,1,0,0,0,0,0,0,0,SEPTEMBER,MAJENE,ULUMANDA,2023
7395,7601001,UPT PUSKESMAS SARJO,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,SARJO,2023
7406,7605011,PKM SENDANA II,3,0,0,1,0,0,0,0,1,1,0,0,SEPTEMBER,MAJENE,TUBO SENDANA,2023
7407,760501108,"PRAKTEK MANDIRI BIDAN NURAENI, S.ST,",4,0,0,1,0,0,0,0,2,1,0,0,SEPTEMBER,MAJENE,TUBO SENDANA,2023
7411,7603004,PUSKESMAS PANA',16,0,5,0,3,0,1,0,7,0,0,0,SEPTEMBER,MAMASA,PANA,2023
7412,760300401,PUSTU MANIPI',0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMASA,PANA,2023
7429,760100704,POSKESDES PAJALELE,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,TIKKE RAYA,2023
7430,7601007,UPT PUSKESMAS TIKKE,5,0,0,1,1,0,0,0,3,0,0,0,SEPTEMBER,PASANGKAYU,TIKKE RAYA,2023
7450,760500604,Poskesdes Waigamo,1,0,0,1,0,0,0,0,0,0,0,0,SEPTEMBER,MAJENE,TAMMERODO SENDANA,2023
7460,7604021,PUSKESMAS TUTALLU,11,0,0,3,6,0,0,0,2,0,0,0,SEPTEMBER,POLEWALI MANDAR,ALLU,2023
7462,760402103,POSKESDES PAO - PAO,4,0,0,4,0,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,ALLU,2023
7468,7604010,PUSKESMAS CAMPALAGIAN,11,0,0,4,1,0,2,0,0,4,0,0,SEPTEMBER,POLEWALI MANDAR,CAMPALAGIAN,2023
7504,760100207,PUSTU BAMBAIRA,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,BAMBAIRA,2023
7520,7606007,PUSKESMAS TOPOYO,5,0,0,2,0,0,0,0,3,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOPOYO,2023
7531,760600804,PUSTU TABOLANG,3,0,0,1,0,0,0,0,2,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOPOYO,2023
7536,760600801,PUSTU BAMBAMANURUNG,1,0,0,0,0,0,0,0,1,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOPOYO,2023
7546,760600504,PUSTU SULOBAJA,5,0,0,1,1,2,1,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOBADAK,2023
7550,760600501,PUSTU TOBADAK,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOBADAK,2023
7552,760600502,PUSTU POLONGAAN,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOBADAK,2023
7557,760600505,PUSTU BAMBADARU,2,0,0,0,0,0,0,0,2,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOBADAK,2023
7562,760600603,PUSTU RAWA MAKMUR,6,0,1,0,0,0,0,0,5,0,0,0,SEPTEMBER,MAMUJU TENGAH,TOBADAK,2023
7582,7604020,PUSKESMAS LIMBORO,2,0,0,0,0,0,0,0,2,0,0,0,SEPTEMBER,POLEWALI MANDAR,LIMBORO,2023
7590,7606010,Puskesmas lara,1,0,0,1,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,KAROSSA,2023
7603,760601002,pustu salubiro,2,0,0,1,0,1,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,KAROSSA,2023
7609,760101404,Polindes Tabalia,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,DAPURANG,2023
7629,7603015,PUSKESMAS RANTEBULAHAN TIMUR,8,0,0,3,2,0,0,0,3,0,0,0,SEPTEMBER,MAMASA,RANTEBULAHAN TIMUR,2023
7646,7601004,UPT PUSKESMAS PASANGKAYU 1,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,PASANGKAYU,2023
7649,7601016,RSUD Kabupaten Pasangkayu,34,0,0,0,1,0,0,0,0,25,0,8,SEPTEMBER,PASANGKAYU,PASANGKAYU,2023
7657,760301004,Pustu Kalama,3,0,0,0,3,0,0,0,0,0,0,0,SEPTEMBER,MAMASA,TABANG,2023
7662,760301401,PUSTU TAWALIAN TIMUR,2,0,0,0,2,0,0,0,0,0,0,0,SEPTEMBER,MAMASA,TAWALIAN,2023
7667,7601015,UPT PUSKESMAS DURIPOKU,14,0,0,5,1,2,1,0,5,0,0,0,SEPTEMBER,PASANGKAYU,DURIPOKU,2023
7674,760500518,PUSTU SIRINDU,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAJENE,PAMBOANG,2023
7703,760404703,PUSTU TAKATIDUNG,17,3,4,2,4,0,4,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,POLEWALI,2023
7714,760403803,PUSTU PATAMPANUA,25,0,5,15,5,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,MATAKALI,2023
7722,7605013,PUSKESMAS SENDANA 1,55,0,7,5,20,8,3,0,7,5,0,0,SEPTEMBER,MAJENE,SENDANA,2023
7726,760501314,PUSTU TALLU BANUA,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAJENE,SENDANA,2023
7727,760501315,POSKESDES TULLU BULAN,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAJENE,SENDANA,2023
7731,760501307,PUSTU PUNDAU,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAJENE,SENDANA,2023
7744,7602019,Puskesmas Dungkait,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU,TAPALANG BARAT,2023
7768,7603019,RSUD KONDO SAPATA,2,0,0,0,0,0,2,0,0,0,0,0,SEPTEMBER,MAMASA,BALLA,2023
7784,7602005,PUSKESMAS RANGAS,11,0,0,2,0,1,1,0,5,2,0,0,SEPTEMBER,MAMUJU,SIMBORO,2023
7785,760200501,PUSKESDES SESE SELATAN,2,0,0,1,0,0,0,0,1,0,0,0,SEPTEMBER,MAMUJU,SIMBORO,2023
7792,760200407,POSKESDES PATIDDI,1,0,0,0,0,0,0,0,1,0,0,0,SEPTEMBER,MAMUJU,SIMBORO,2023
7802,760300202,POSKESDES UHAILANU,1,0,0,0,0,0,1,0,0,0,0,0,SEPTEMBER,MAMASA,ARALLE,2023
7811,7604029,PUSKESMAS WONOMULYO,5,0,0,1,1,0,1,0,1,1,0,0,SEPTEMBER,POLEWALI MANDAR,WONOMULYO,2023
7849,7602030,PKM Bonehau Mesa Kada,1,0,0,0,0,0,0,0,1,0,0,0,SEPTEMBER,MAMUJU,BONEHAU,2023
7861,7603020,RUMAH SAKIT BANUA MAMASE,1,0,0,1,0,0,0,0,0,0,0,0,SEPTEMBER,MAMASA,MAMASA,2023
7888,7602020,Puskesmas Tampa Padang,24,0,7,8,0,4,3,0,2,0,0,0,SEPTEMBER,MAMUJU,KALUKKU,2023
7895,7602022,Puskesmas Ranga- Ranga,3,0,0,0,2,1,0,0,0,0,0,0,SEPTEMBER,MAMUJU,KALUKKU,2023
7915,760403705,Poskesdes Pulliwa,1,0,0,0,1,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,BULO,2023
7926,760100313,Pustu Sawi,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,BAMBALAMOTU,2023
7928,760100307,Poskesdes Hikma,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,BAMBALAMOTU,2023
7934,760100302,Pustu Kalola,3,0,0,0,2,0,0,0,0,1,0,0,SEPTEMBER,PASANGKAYU,BAMBALAMOTU,2023
7938,7603016,PKM BUNTU MALANGKA,2,0,0,1,1,0,0,0,0,0,0,0,SEPTEMBER,MAMASA,BUNTUMALANGKA,2023
7945,760301603,PUSTU PENATANGAN,4,0,0,2,1,0,0,0,1,0,0,0,SEPTEMBER,MAMASA,BUNTUMALANGKA,2023
7957,760100804,POSKESDES BAMBAKORO,2,0,2,0,0,0,0,0,0,0,0,0,SEPTEMBER,PASANGKAYU,LARIANG,2023
7974,7602012,PUSKESMAS TOPORE,15,0,1,2,2,0,5,0,5,0,0,0,SEPTEMBER,MAMUJU,PAPALANG,2023
8005,760202501,Pustu Kalonding,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU,SAMPAGA,2023
8020,760300101,Pustu Sendana,2,0,1,0,1,0,0,0,0,0,0,0,SEPTEMBER,MAMASA,MAMBI,2023
8045,7604018,PUSKESMAS PAMBUSUANG,3,0,0,2,0,1,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,BALANIPA,2023
8074,760403303,Poskesdes Amola,7,0,7,0,0,0,0,0,0,0,0,0,SEPTEMBER,POLEWALI MANDAR,BINUANG,2023
8084,760600402,PKD KM 10,0,0,0,0,0,0,0,0,0,0,0,0,SEPTEMBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
8093,760600404,pustu barakkang,3,0,0,0,2,0,0,0,1,0,0,0,SEPTEMBER,MAMUJU TENGAH,BUDONG-BUDONG,2023
8101,7601011,UPT PUSKESMAS BARAS 2,5,0,0,0,0,0,0,0,5,0,0,0,SEPTEMBER,PASANGKAYU,BARAS,2023
8104,760101103,Pustu Towoni,1,0,0,0,0,0,0,0,1,0,0,0,SEPTEMBER,PASANGKAYU,BARAS,2023
8112,7601011,UPT PUSKESMAS BARAS 2,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,BARAS,2023
8115,760101103,Pustu Towoni,1,0,0,0,1,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,BARAS,2023
8119,760403705,Poskesdes Pulliwa,0,0,0,0,0,0,0,0,0,0,0,0,OKTOBER,POLEWALI MANDAR,BULO,2023
8137,7604018,PUSKESMAS PAMBUSUANG,25,0,2,3,0,0,11,0,6,3,0,0,OKTOBER,POLEWALI MANDAR,BALANIPA,2023
8148,760301401,PUSTU TAWALIAN TIMUR,2,0,0,0,2,0,0,0,0,0,0,0,OKTOBER,MAMASA,TAWALIAN,2023
8160,760100804,POSKESDES BAMBAKORO,2,0,1,1,0,0,0,0,0,0,0,0,OKTOBER,PASANGKAYU,LARIANG,2023
